criticality_tier,life_support,device_type_encoded,ward_encoded,protocol_encoded,packet_size,packet_rate,packets_per_sec,unique_ports,failed_connections,bytes_sent,bytes_received,flow_duration,hour_of_day,day_of_week,is_night,is_weekend,attack_type_encoded,attack_severity,network_anomaly_score,behavioral_anomaly_score,time_anomaly_score
9,1,3,0,3,740,1098,18.3,44,194,812520,490636,26.39,20,0,0,0,7,28,0.642199,0.651587,0.477893
9,1,0,3,3,752,1842,30.7,27,115,1385184,499246,31.08,3,6,1,1,5,35,0.693331,0.729983,0.165339
5,0,3,4,0,165,10,0.17,1,4,1650,1129,9.39,3,6,1,1,6,0,0.085979,0.124872,0.023284
9,1,0,0,3,353,32,0.53,1,3,11296,6770,58.07,21,2,0,0,6,0,0.01618,0.188227,0.098049
5,0,4,5,1,334,25,0.42,1,5,8350,4848,41.93,22,0,0,0,6,0,0.020181,0.140673,0.066959
5,0,4,5,1,355,29,0.48,1,1,10295,5167,11.56,14,1,0,0,6,0,0.185756,0.092793,0.064332
6,0,4,1,3,1687,422,7.03,9,96,711914,475408,15.18,3,4,1,0,3,45,0.612644,0.651342,0.32449
10,1,0,3,3,1055,831,13.85,6,101,876705,469002,1.94,22,3,0,0,7,28,0.83705,0.611261,0.17753
5,0,1,1,1,221,10,0.17,1,4,2210,1044,8.62,14,2,0,0,6,0,0.024741,0.195515,0.04696
9,1,0,0,3,1146,1703,28.38,9,61,1951638,745410,10.11,9,1,0,0,3,45,0.89146,0.770725,0.243957
8,0,2,0,4,1292,490,8.17,36,191,633080,386030,54.28,3,0,1,0,3,44,0.724021,0.944455,0.402739
5,0,4,5,1,356,5,0.08,1,2,1780,594,1.78,7,4,0,0,6,0,0.080884,0.126317,0.036504
8,0,4,3,3,285,45,0.75,1,3,12825,6038,3.05,19,3,0,0,6,0,0.124608,0.129737,0.044042
4,0,4,2,2,1255,1345,22.42,15,16,1687975,527806,49.65,11,4,0,0,8,25,0.845601,0.849588,0.548252
9,1,0,3,3,484,38,0.63,1,5,18392,6383,17.22,23,3,1,0,6,0,0.085126,0.083902,0.05846
5,0,1,1,1,251,37,0.62,1,2,9287,5428,13.42,19,0,0,0,6,0,0.155885,0.016919,0.059439
6,0,2,2,4,211,28,0.47,1,3,5908,4018,7.57,19,1,0,0,6,0,0.05384,0.174002,0.080959
5,0,4,4,3,281,47,0.78,1,4,13207,8733,54.7,3,6,1,1,6,0,0.15291,0.020208,0.00391
6,0,4,1,1,207,10,0.17,1,3,2070,822,28.32,7,0,0,0,6,0,0.089933,0.110842,0.09124
5,0,3,2,0,144,14,0.23,1,0,2016,783,16.7,17,0,0,0,6,0,0.003993,0.097875,0.025858
9,1,3,0,3,1346,1098,18.3,7,124,1477908,485921,31.25,17,0,0,0,0,25,0.824644,0.898559,0.289367
4,0,1,4,1,217,14,0.23,1,1,3038,1641,20.82,20,0,0,0,6,0,0.160836,0.113898,0.094367
7,0,4,0,1,222,45,0.75,1,2,9990,5436,9.52,8,3,0,0,6,0,0.078696,0.057935,0.063114
7,0,2,1,4,1656,1555,25.92,42,97,2575080,1495580,35.77,2,0,1,0,2,45,0.820535,0.891941,0.306483
4,0,1,4,1,193,49,0.82,1,2,9457,3830,21.85,5,1,1,0,6,0,0.068237,0.022504,0.000554
5,0,4,5,1,232,35,0.58,1,4,8120,5503,42.85,8,6,0,1,6,0,0.050346,0.101168,0.090866
7,0,2,1,4,190,30,0.5,1,2,5700,2958,4.19,15,0,0,0,6,0,0.026339,0.175043,0.089409
7,0,3,1,0,136,11,0.18,1,0,1496,813,6.46,11,2,0,0,6,0,0.045359,0.039591,0.055253
7,0,3,1,0,348,15,0.25,1,0,5220,3239,34.67,1,4,1,0,6,0,0.110652,0.090604,0.04499
7,0,2,5,4,271,6,0.1,1,0,1626,940,44.03,12,0,0,0,6,0,0.007152,0.022663,0.012791
10,1,0,3,3,442,36,0.6,1,4,15912,4916,44.05,12,2,0,0,6,0,0.196516,0.156969,0.04366
5,0,4,4,3,133,12,0.2,1,0,1596,1038,41.42,21,2,0,0,6,0,0.116195,0.005313,0.092671
8,0,4,3,3,412,34,0.57,1,2,14008,6823,43.36,0,4,1,0,6,0,0.104232,0.145142,0.0675
6,0,4,1,1,1174,528,8.8,23,53,619872,430978,46.65,23,3,1,0,3,45,0.63297,0.717458,0.24601
9,1,3,0,3,292,13,0.22,1,5,3796,1837,59.96,12,0,0,0,6,0,0.178622,0.042557,0.018633
7,0,3,1,0,324,6,0.1,1,2,1944,1032,47.46,23,2,1,0,6,0,0.034221,0.083234,0.039563
5,0,3,2,0,488,12,0.2,1,5,5856,3052,23.83,6,3,0,0,6,0,0.00377,0.072614,0.047188
5,0,4,4,3,507,37,0.62,1,3,18759,9256,36.55,9,4,0,0,6,0,0.167239,0.162696,0.052092
7,0,2,5,4,473,50,0.83,1,2,23650,13762,49.67,12,2,0,0,6,0,0.01948,0.111602,0.053072
4,0,1,4,1,484,36,0.6,1,0,17424,11081,17.41,3,5,1,1,6,0,0.02666,0.106815,0.033579
9,1,0,0,3,240,44,0.73,1,3,10560,5660,2.33,23,1,1,0,6,0,0.049041,0.069016,0.098416
7,0,2,1,4,162,40,0.67,1,1,6480,3980,32.93,19,0,0,0,6,0,0.168783,0.115645,0.086034
9,1,0,3,3,619,1078,17.97,14,44,667282,355739,13.47,2,6,1,1,5,35,0.746418,0.756232,0.435489
4,0,1,4,1,194,43,0.72,1,5,8342,3324,26.41,18,5,0,1,6,0,0.117493,0.009977,0.008388
7,0,4,0,1,1461,1825,30.42,30,109,2666325,977806,21.23,6,3,0,0,3,45,0.895163,0.556474,0.550964
10,1,0,3,3,1874,1384,23.07,35,170,2593616,1683803,11.84,9,5,0,1,1,45,0.722649,0.713678,0.378037
7,0,3,1,0,359,7,0.12,1,3,2513,866,58.8,19,0,0,0,6,0,0.150733,0.179007,0.083063
6,0,4,1,3,443,15,0.25,1,1,6645,4596,57.5,13,1,0,0,6,0,0.043842,0.17254,0.025125
8,0,2,0,4,507,24,0.4,1,4,12168,4919,27.6,14,2,0,0,6,0,0.191213,0.190272,0.007885
9,1,0,0,3,477,28,0.47,1,5,13356,5338,49.81,22,5,0,1,6,0,0.193293,0.163595,0.094395
5,0,1,1,1,202,31,0.52,1,0,6262,1903,9.07,1,0,1,0,6,0,0.07141,0.096483,0.012645
7,0,3,1,0,1930,1726,28.77,4,180,3331180,1816940,53.05,10,1,0,0,8,20,0.94965,0.749664,0.250884
5,0,4,4,3,512,9,0.15,1,4,4608,1711,20.71,1,2,1,0,6,0,0.110551,0.194879,0.031506
8,0,2,0,4,1981,1263,21.05,5,33,2502003,1670050,44.53,10,0,0,0,2,40,0.990382,0.604497,0.465122
5,0,3,2,0,352,35,0.58,1,0,12320,4296,24.0,5,0,1,0,6,0,0.058035,0.118423,0.07683
5,0,3,4,0,263,21,0.35,1,4,5523,2708,23.14,12,4,0,0,6,0,0.096514,0.128703,0.055662
5,0,4,4,3,218,23,0.38,1,5,5014,1536,45.41,13,3,0,0,6,0,0.085665,0.057852,0.093028
8,0,2,0,4,1342,1969,32.82,19,76,2642398,1216527,9.01,11,1,0,0,4,29,0.749292,0.945975,0.231874
4,0,1,4,1,271,14,0.23,1,0,3794,1820,51.72,4,4,1,0,6,0,0.045389,0.038055,0.024201
4,0,4,2,2,388,30,0.5,1,1,11640,8147,4.27,13,5,0,1,6,0,0.192803,0.01541,0.044942
10,1,3,3,3,309,34,0.57,1,3,10506,5193,7.45,13,5,0,1,6,0,0.175421,0.137318,0.041606
5,0,3,4,0,1869,2000,33.33,23,16,3738000,1644631,11.75,22,0,0,0,5,35,0.630919,0.890261,0.341117
7,0,4,0,1,410,5,0.08,1,1,2050,1334,37.06,7,4,0,0,6,0,0.167994,0.011223,0.084826
4,0,1,4,1,789,256,4.27,10,168,201984,83090,15.74,17,0,0,0,4,38,0.96272,0.696001,0.391957
10,1,3,3,3,399,34,0.57,1,3,13566,6611,11.7,17,3,0,0,6,0,0.034521,0.02182,0.011164
8,0,4,3,3,1962,1852,30.87,39,46,3633624,2063996,40.89,6,5,0,1,2,40,0.737566,0.733815,0.22307
9,1,0,3,3,950,300,5.0,47,118,285000,113962,38.88,3,3,1,0,5,35,0.888828,0.587388,0.188755
5,0,3,2,0,400,11,0.18,1,5,4400,1673,20.05,5,0,1,0,6,0,0.168341,0.171443,0.035114
4,0,1,4,1,138,35,0.58,1,4,4830,1825,32.74,23,3,1,0,6,0,0.172676,0.044349,0.099128
10,1,3,3,3,904,1202,20.03,15,134,1086608,530668,55.35,21,3,0,0,0,30,0.808598,0.767476,0.459305
6,0,4,1,1,1058,1991,33.18,25,144,2106478,1246787,2.24,15,3,0,0,1,42,0.975721,0.696752,0.559215
5,0,4,5,1,155,40,0.67,1,0,6200,3238,9.9,16,6,0,1,6,0,0.17375,0.002413,0.093257
7,0,2,5,4,788,1416,23.6,44,75,1115808,391665,25.1,6,3,0,0,5,32,0.65382,0.679595,0.387808
9,1,0,0,3,1415,1073,17.88,48,73,1518295,821851,5.44,16,5,0,1,1,42,0.73574,0.648056,0.243837
8,0,4,3,3,894,313,5.22,32,95,279822,138238,22.85,12,1,0,0,3,45,0.928084,0.51543,0.15749
9,1,0,3,3,424,21,0.35,1,5,8904,3130,35.66,22,4,0,0,6,0,0.097691,0.140984,0.052548
5,0,3,4,0,381,49,0.82,1,1,18669,11599,20.36,17,3,0,0,6,0,0.132055,0.129199,0.008849
8,0,2,0,4,1401,254,4.23,32,188,355854,112105,7.16,19,4,0,0,8,25,0.836715,0.583068,0.240703
4,0,1,4,1,596,1746,29.1,10,86,1040616,578924,4.27,3,2,1,0,7,20,0.723109,0.52262,0.15016
4,0,4,2,2,322,12,0.2,1,2,3864,1642,25.83,9,3,0,0,6,0,0.097282,0.081336,0.047321
4,0,1,4,1,344,15,0.25,1,4,5160,2164,28.83,0,2,1,0,6,0,0.066344,0.030112,0.019852
7,0,4,0,1,213,14,0.23,1,3,2982,1167,5.69,13,3,0,0,6,0,0.066355,0.048066,0.021819
6,0,4,1,3,1076,478,7.97,38,69,514328,346193,41.1,0,6,1,1,3,45,0.798009,0.622208,0.438665
8,0,4,3,3,787,222,3.7,20,42,174714,73920,4.81,20,4,0,0,3,45,0.950469,0.870761,0.239709
7,0,2,5,4,482,43,0.72,1,4,20726,14434,48.67,4,1,1,0,6,0,0.093855,0.172814,0.096548
7,0,2,1,4,313,49,0.82,1,4,15337,9573,19.09,17,1,0,0,6,0,0.111517,0.143423,0.036826
4,0,4,2,2,385,27,0.45,1,3,10395,3317,55.36,12,1,0,0,6,0,0.158468,0.018035,0.051523
4,0,1,4,1,1531,1476,24.6,37,39,2259756,711464,13.87,19,6,0,1,3,39,0.888183,0.812464,0.33613
8,0,4,3,3,1854,1952,32.53,32,23,3619008,2254713,54.35,6,6,0,1,8,25,0.669467,0.547385,0.409519
9,1,0,0,3,371,38,0.63,1,3,14098,9461,10.57,12,1,0,0,6,0,0.018218,0.017005,0.067108
10,1,3,3,3,271,14,0.23,1,1,3794,1876,41.81,17,3,0,0,6,0,0.010778,0.057158,0.019447
10,1,3,3,3,890,1099,18.32,10,147,978110,409107,23.34,22,5,0,1,7,28,0.680067,0.558055,0.32848
4,0,4,2,2,758,880,14.67,43,54,667040,262827,37.34,12,6,0,1,0,30,0.880287,0.770143,0.381439
9,1,0,3,3,1449,1071,17.85,31,75,1551879,887007,18.35,10,6,0,1,4,38,0.790758,0.692802,0.48862
4,0,1,4,1,191,22,0.37,1,2,4202,1628,33.93,22,4,0,0,6,0,0.188763,0.05516,0.029407
7,0,4,0,1,1399,1610,26.83,13,96,2252390,870294,45.38,18,4,0,0,8,25,0.614815,0.856738,0.299368
10,1,0,3,3,1970,1481,24.68,28,114,2917570,1946162,35.47,23,3,1,0,3,45,0.849943,0.52271,0.333687
7,0,4,0,1,189,19,0.32,1,0,3591,1281,13.69,2,4,1,0,6,0,0.076128,0.185692,0.067897
7,0,2,1,4,345,33,0.55,1,0,11385,3516,27.13,7,6,0,1,6,0,0.167721,0.027474,0.026892
6,0,4,1,3,824,405,6.75,35,52,333720,127134,48.22,15,6,0,1,8,22,0.829991,0.567818,0.583313
10,1,0,3,3,170,48,0.8,1,2,8160,4945,25.01,12,4,0,0,6,0,0.198019,0.079795,0.063978
7,0,2,1,4,442,34,0.57,1,3,15028,9302,43.18,10,3,0,0,6,0,0.18357,0.110559,0.038912
10,1,0,3,3,1701,278,4.63,46,20,472878,262637,3.52,20,3,0,0,4,38,0.731845,0.906018,0.527776
5,0,4,4,3,1816,1829,30.48,37,143,3321464,1559452,54.91,3,4,1,0,5,35,0.861082,0.910509,0.589549
6,0,4,1,3,354,18,0.3,1,5,6372,2028,26.6,20,1,0,0,6,0,0.097045,0.166419,0.025128
8,0,4,3,3,481,29,0.48,1,2,13949,9407,57.47,12,2,0,0,6,0,0.099404,0.169196,0.005752
9,1,0,0,3,1010,1874,31.23,31,186,1892740,834684,22.75,14,5,0,1,8,18,0.973771,0.874821,0.441403
5,0,3,2,0,147,28,0.47,1,0,4116,2547,8.51,11,4,0,0,6,0,0.17988,0.164008,0.012456
10,1,0,3,3,169,34,0.57,1,3,5746,2894,27.53,4,6,1,1,6,0,0.163695,0.039355,0.00808
10,1,3,3,3,390,21,0.35,1,5,8190,4282,47.14,10,2,0,0,6,0,0.053309,0.153304,0.032712
9,1,0,0,3,937,337,5.62,4,151,315769,103508,36.6,0,0,1,0,3,45,0.928749,0.714372,0.526047
5,0,3,4,0,802,107,1.78,18,190,85814,58704,24.27,1,2,1,0,8,25,0.816551,0.681393,0.197095
5,0,3,2,0,1542,959,15.98,2,188,1478778,850347,25.12,17,3,0,0,4,38,0.921631,0.839109,0.362869
6,0,4,1,1,244,50,0.83,1,4,12200,8383,23.97,10,2,0,0,6,0,0.193889,0.151876,0.089563
4,0,4,2,2,274,8,0.13,1,0,2192,1257,2.9,17,0,0,0,6,0,0.164218,0.140033,0.032789
6,0,4,1,3,1245,1354,22.57,30,62,1685730,923595,0.59,10,3,0,0,0,30,0.93448,0.791108,0.398991
9,1,3,0,3,429,31,0.52,1,3,13299,6466,2.31,7,5,0,1,6,0,0.10286,0.091916,0.005361
5,0,4,5,1,261,42,0.7,1,5,10962,3697,37.08,17,4,0,0,6,0,0.064609,0.070035,0.059331
9,1,0,0,3,139,33,0.55,1,4,4587,1421,23.19,4,3,1,0,6,0,0.155608,0.017553,0.092707
10,1,3,3,3,189,21,0.35,1,1,3969,1891,28.99,18,5,0,1,6,0,0.193254,0.120487,0.099926
7,0,2,5,4,567,127,2.12,21,19,72009,37885,13.94,21,3,0,0,4,32,0.608477,0.502282,0.260033
6,0,2,2,4,421,5,0.08,1,0,2105,970,54.58,23,5,1,1,6,0,0.125016,0.199412,0.061857
9,1,0,3,3,208,31,0.52,1,5,6448,3309,11.62,1,1,1,0,6,0,0.021895,0.129424,0.085421
7,0,4,0,1,371,18,0.3,1,0,6678,4644,23.4,1,3,1,0,6,0,0.175537,0.157252,0.088178
9,1,0,0,3,1659,639,10.65,13,157,1060101,390030,28.33,0,2,1,0,5,35,0.791248,0.594885,0.579575
4,0,4,2,2,144,33,0.55,1,5,4752,2970,28.76,17,1,0,0,6,0,0.079222,0.043333,0.050337
8,0,4,3,3,369,25,0.42,1,4,9225,4287,43.26,22,0,0,0,6,0,0.081631,0.001214,0.032497
8,0,4,3,3,451,13,0.22,1,5,5863,3011,23.4,8,1,0,0,6,0,0.071902,0.120702,0.028354
4,0,4,2,2,1470,1109,18.48,20,76,1630230,793602,5.92,14,5,0,1,1,44,0.805414,0.755887,0.578456
9,1,0,0,3,169,33,0.55,1,4,5577,2759,12.92,16,5,0,1,6,0,0.020323,0.046071,0.010078
4,0,1,4,1,459,30,0.5,1,2,13770,4786,6.92,16,4,0,0,6,0,0.000576,0.106115,0.091655
5,0,4,4,3,426,5,0.08,1,3,2130,1267,53.85,11,6,0,1,6,0,0.118275,0.075382,0.02771
6,0,4,1,1,161,11,0.18,1,3,1771,956,51.07,19,1,0,0,6,0,0.195194,0.136118,0.076532
7,0,2,5,4,194,41,0.68,1,5,7954,3272,49.66,16,2,0,0,6,0,0.075433,0.114742,0.068582
5,0,3,2,0,434,36,0.6,1,2,15624,7724,24.99,5,4,1,0,6,0,0.07157,0.158499,0.040684
9,1,0,0,3,499,32,0.53,1,3,15968,5242,41.54,15,5,0,1,6,0,0.158983,0.046125,0.098741
9,1,0,3,3,483,17,0.28,1,3,8211,3876,37.03,3,2,1,0,6,0,0.120429,0.169868,0.003823
6,0,4,1,3,1063,962,16.03,11,161,1022606,344586,1.76,8,2,0,0,2,40,0.747084,0.682605,0.58136
10,1,0,3,3,203,28,0.47,1,5,5684,3596,43.56,16,1,0,0,6,0,0.182934,0.10272,0.098755
9,1,3,0,3,1214,1591,26.52,23,146,1931474,1278884,23.67,17,2,0,0,7,28,0.819286,0.784757,0.198575
7,0,2,5,4,1426,1278,21.3,49,45,1822428,1257331,57.95,20,2,0,0,3,45,0.624358,0.896872,0.411942
9,1,3,0,3,129,48,0.8,1,3,6192,3325,41.02,14,2,0,0,6,0,0.101385,0.013972,0.098338
5,0,4,4,3,1739,634,10.57,12,124,1102526,361847,50.61,12,0,0,0,2,40,0.990271,0.615345,0.245392
4,0,1,4,1,467,15,0.25,1,1,7005,4211,2.54,10,3,0,0,6,0,0.15329,0.190855,0.045468
5,0,3,4,0,386,30,0.5,1,3,11580,4186,54.68,8,4,0,0,6,0,0.174206,0.097198,0.060825
4,0,4,2,2,735,1498,24.97,35,109,1101030,611200,14.16,15,0,0,0,2,40,0.868766,0.816637,0.244117
9,1,0,0,3,1658,239,3.98,23,183,396262,256921,41.99,3,4,1,0,3,45,0.829595,0.909081,0.232912
10,1,3,3,3,443,42,0.7,1,0,18606,10543,52.51,22,6,0,1,6,0,0.099594,0.079673,0.066447
7,0,4,0,1,1514,326,5.43,27,41,493564,299122,12.83,20,6,0,1,3,45,0.663059,0.536997,0.20972
10,1,3,3,3,216,42,0.7,1,5,9072,4937,30.71,10,4,0,0,6,0,0.094073,0.132533,0.003313
8,0,4,3,3,1696,1896,31.6,12,140,3215616,1783716,18.6,3,4,1,0,2,45,0.649981,0.789807,0.556414
8,0,2,0,4,267,5,0.08,1,3,1335,894,22.74,6,2,0,0,6,0,0.178658,0.040845,0.021642
4,0,4,2,2,229,44,0.73,1,2,10076,6234,37.24,11,5,0,1,6,0,0.053492,0.13937,0.022082
4,0,4,2,2,1717,1752,29.2,28,31,3008184,1959320,36.23,9,0,0,0,7,28,0.784444,0.783136,0.38055
10,1,0,3,3,369,16,0.27,1,1,5904,3644,14.89,8,1,0,0,6,0,0.062737,0.012187,0.039975
8,0,4,3,3,1549,1155,19.25,46,179,1789095,1104068,59.17,13,2,0,0,1,42,0.742324,0.780628,0.240179
4,0,4,2,2,229,9,0.15,1,1,2061,1438,42.85,17,3,0,0,6,0,0.059159,0.023143,0.092462
6,0,2,2,4,447,39,0.65,1,1,17433,11529,38.27,9,1,0,0,6,0,0.065393,0.189253,0.036278
4,0,1,4,1,435,41,0.68,1,5,17835,6015,27.17,5,2,1,0,6,0,0.174928,0.065748,0.045185
10,1,0,3,3,412,49,0.82,1,1,20188,13069,40.34,13,2,0,0,6,0,0.089425,0.161789,0.062354
9,1,0,3,3,719,1112,18.53,7,119,799528,276337,39.27,6,2,0,0,7,34,0.917848,0.777968,0.495125
5,0,3,2,0,1590,120,2.0,50,34,190800,84580,43.08,2,6,1,1,3,36,0.928617,0.73583,0.252424
5,0,4,4,3,672,501,8.35,42,50,336672,149438,16.17,9,4,0,0,2,40,0.831168,0.534965,0.48354
9,1,3,0,3,259,19,0.32,1,2,4921,3319,19.61,15,0,0,0,6,0,0.045096,0.168807,0.033715
5,0,4,5,1,346,47,0.78,1,1,16262,7278,28.54,22,2,0,0,6,0,0.121569,0.19644,0.017052
9,1,0,0,3,257,22,0.37,1,0,5654,1811,3.82,1,2,1,0,6,0,0.193928,0.003513,0.076531
9,1,0,3,3,211,11,0.18,1,4,2321,833,34.7,11,1,0,0,6,0,0.142225,0.131158,0.012748
9,1,3,0,3,551,1588,26.47,37,91,874988,474313,34.34,21,2,0,0,3,45,0.65413,0.899802,0.156565
7,0,2,5,4,1735,724,12.07,49,149,1256140,754743,1.34,22,4,0,0,3,45,0.698467,0.562945,0.170967
8,0,4,3,3,152,29,0.48,1,1,4408,2634,4.57,23,5,1,1,6,0,0.121963,0.074698,0.04086
8,0,2,0,4,210,18,0.3,1,4,3780,2585,51.72,16,0,0,0,6,0,0.142129,0.1391,0.087783
9,1,0,3,3,312,25,0.42,1,4,7800,2982,13.65,9,3,0,0,6,0,0.161852,0.045621,0.052369
6,0,2,2,4,284,35,0.58,1,2,9940,5672,51.8,4,0,1,0,6,0,0.121683,0.100576,0.019819
9,1,0,0,3,1518,1051,17.52,22,179,1595418,973547,32.49,6,0,0,0,1,42,0.918082,0.88935,0.158623
8,0,4,3,3,361,19,0.32,1,0,6859,3053,35.26,17,1,0,0,6,0,0.083993,0.007894,0.013241
5,0,3,2,0,1830,233,3.88,32,29,426390,171497,6.81,19,3,0,0,4,30,0.709522,0.932011,0.238144
4,0,4,2,2,467,27,0.45,1,0,12609,7718,18.26,17,5,0,1,6,0,0.169181,0.041194,0.071083
9,1,0,3,3,335,6,0.1,1,1,2010,997,17.3,5,6,1,1,6,0,0.183169,0.038837,0.083779
8,0,4,3,3,1691,1899,31.65,47,188,3211209,1751717,22.9,5,3,1,0,5,35,0.75253,0.70754,0.494853
7,0,4,0,1,1399,1398,23.3,44,45,1955802,1227881,38.66,2,1,1,0,7,28,0.861096,0.881314,0.36164
6,0,2,2,4,1239,650,10.83,50,193,805350,350675,4.22,17,5,0,1,8,25,0.685596,0.542963,0.471206
8,0,2,0,4,357,16,0.27,1,4,5712,1818,57.51,2,0,1,0,6,0,0.166843,0.12229,0.051602
5,0,1,1,1,1561,1486,24.77,5,176,2319646,1162500,51.71,22,2,0,0,4,38,0.707642,0.500126,0.582606
10,1,3,3,3,1697,1737,28.95,15,79,2947689,1697959,18.2,17,4,0,0,2,40,0.949427,0.848995,0.234372
9,1,0,0,3,1748,228,3.8,33,163,398544,231303,37.31,14,3,0,0,2,40,0.683551,0.747952,0.377632
7,0,2,1,4,394,43,0.72,1,2,16942,9667,58.82,21,1,0,0,6,0,0.175972,0.113021,0.078151
7,0,2,5,4,220,37,0.62,1,1,8140,3702,9.1,4,6,1,1,6,0,0.155173,0.197599,0.067305
7,0,2,1,4,218,24,0.4,1,4,5232,3126,19.19,15,4,0,0,6,0,0.055863,0.142305,0.089534
7,0,4,0,1,488,38,0.63,1,3,18544,9445,44.57,23,5,1,1,6,0,0.019524,0.032877,0.018126
6,0,4,1,1,1145,1457,24.28,47,150,1668265,644131,52.04,7,2,0,0,5,33,0.686557,0.842124,0.577348
5,0,3,4,0,434,46,0.77,1,1,19964,7009,5.25,13,0,0,0,6,0,0.083858,0.088334,0.010025
6,0,4,1,3,476,13,0.22,1,3,6188,2954,25.73,9,3,0,0,6,0,0.040505,0.134162,0.015777
5,0,3,2,0,303,40,0.67,1,0,12120,6405,13.86,21,2,0,0,6,0,0.098493,0.008206,0.033742
5,0,3,2,0,430,44,0.73,1,4,18920,9015,44.38,3,6,1,1,6,0,0.041085,0.101423,0.007505
9,1,3,0,3,745,1588,26.47,16,83,1183060,491436,59.83,12,0,0,0,1,42,0.748868,0.745543,0.404955
8,0,4,3,3,510,50,0.83,1,2,25500,7903,50.83,1,0,1,0,6,0,0.103735,0.016186,0.044164
9,1,3,0,3,708,1097,18.28,18,27,776676,321750,17.2,23,6,1,1,5,35,0.769532,0.543021,0.521924
8,0,2,0,4,158,25,0.42,1,1,3950,1369,12.48,22,1,0,0,6,0,0.027895,0.08465,0.086037
10,1,3,3,3,230,24,0.4,1,2,5520,2567,57.28,11,2,0,0,6,0,0.103827,0.173896,0.067859
7,0,2,1,4,160,17,0.28,1,5,2720,862,38.31,13,1,0,0,6,0,0.002494,0.111753,0.070119
6,0,2,2,4,356,43,0.72,1,5,15308,7136,38.54,20,1,0,0,6,0,0.06955,0.198869,0.016113
6,0,2,2,4,1867,470,7.83,24,194,877490,279591,41.58,18,5,0,1,8,25,0.722195,0.68861,0.422056
9,1,0,0,3,128,27,0.45,1,5,3456,2406,46.88,21,4,0,0,6,0,0.104172,0.094143,0.038154
5,0,4,5,1,408,33,0.55,1,2,13464,9359,34.45,15,3,0,0,6,0,0.099377,0.147695,0.029501
9,1,0,3,3,405,16,0.27,1,3,6480,2368,35.55,2,0,1,0,6,0,0.009832,0.092153,0.072915
7,0,4,0,1,261,23,0.38,1,5,6003,3106,8.24,17,1,0,0,6,0,0.182876,0.115869,0.0606
8,0,2,0,4,375,45,0.75,1,5,16875,9767,55.18,16,1,0,0,6,0,0.184656,0.192064,0.0357
9,1,0,3,3,1498,1704,28.4,43,185,2552592,1604433,47.7,1,0,1,0,2,32,0.798046,0.624963,0.5229
6,0,4,1,3,1968,235,3.92,26,122,462480,196525,40.31,7,2,0,0,8,25,0.631079,0.838247,0.163348
7,0,3,1,0,241,15,0.25,1,0,3615,1180,27.15,4,5,1,1,6,0,0.068723,0.100312,0.037483
4,0,4,2,2,327,39,0.65,1,0,12753,4997,41.36,12,4,0,0,6,0,0.006121,0.101466,0.045855
8,0,2,0,4,1202,1167,19.45,19,49,1402734,578975,15.32,14,1,0,0,5,35,0.658713,0.537183,0.210604
9,1,0,0,3,449,44,0.73,1,3,19756,8890,58.75,23,6,1,1,6,0,0.085076,0.181061,0.060706
4,0,4,2,2,1521,1783,29.72,26,183,2711943,1742720,27.67,14,0,0,0,2,40,0.841532,0.841649,0.465386
9,1,3,0,3,1707,474,7.9,16,16,809118,528724,11.09,11,0,0,0,0,27,0.724256,0.949233,0.485361
10,1,3,3,3,375,16,0.27,1,0,6000,2189,0.84,16,6,0,1,6,0,0.193103,0.017301,0.049386
5,0,4,5,1,656,544,9.07,48,129,356864,216630,22.25,6,2,0,0,3,45,0.745111,0.896505,0.290656
8,0,2,0,4,289,15,0.25,1,2,4335,2839,43.67,23,1,1,0,6,0,0.102013,0.072251,0.076225
5,0,3,4,0,427,28,0.47,1,1,11956,6155,40.92,0,4,1,0,6,0,0.051696,0.140665,0.058834
6,0,4,1,3,146,44,0.73,1,3,6424,3135,47.3,9,5,0,1,6,0,0.133897,0.028993,0.040316
9,1,0,0,3,820,728,12.13,23,148,596960,302456,42.81,7,5,0,1,7,34,0.873867,0.681271,0.310143
7,0,2,1,4,158,38,0.63,1,5,6004,1987,43.59,20,2,0,0,6,0,0.041774,0.058698,0.050814
6,0,4,1,1,355,37,0.62,1,2,13135,8572,10.02,20,6,0,1,6,0,0.044636,0.071762,0.074438
10,1,0,3,3,1464,1651,27.52,48,176,2417064,1002962,50.29,5,4,1,0,8,25,0.618001,0.873132,0.151832
8,0,4,3,3,172,13,0.22,1,4,2236,1260,15.7,11,4,0,0,6,0,0.128867,0.071115,0.074919
7,0,4,0,1,169,26,0.43,1,3,4394,2396,58.01,18,0,0,0,6,0,0.011459,0.052092,0.030573
5,0,1,1,1,335,14,0.23,1,0,4690,3038,17.66,4,0,1,0,6,0,0.118831,0.162391,0.090817
4,0,1,4,1,312,22,0.37,1,5,6864,4761,0.11,22,5,0,1,6,0,0.105532,0.065834,0.008058
5,0,4,4,3,1032,1224,20.4,28,108,1263168,449416,28.24,12,0,0,0,4,38,0.924898,0.508902,0.216547
8,0,4,3,3,510,10,0.17,1,2,5100,2762,25.4,11,0,0,0,6,0,0.058762,0.012182,0.071326
4,0,1,4,1,309,47,0.78,1,4,14523,8273,22.8,22,2,0,0,6,0,0.164408,0.089866,0.013391
